,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date
4546,2018-04-05,Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Food Distributors,Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4548,2018-04-05,Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Industrial Specialties,Capital Goods,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4549,2018-04-05,Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Integrated oil Companies,Energy,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4550,2018-04-05,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Beverages (Production/Distribution),Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4551,2018-04-05,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Diversified Commercial Services,Consumer Services,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4552,2018-04-05,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Railroads,Transportation,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4553,2018-04-05,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Electric Utilities: Central,Public Utilities,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4554,2018-04-05,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Major Banks,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4555,2018-04-05,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Computer Software: Prepackaged Software,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4556,2018-04-05,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4557,2018-04-06,Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Restaurants,Consumer Services,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4558,2018-04-05,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,RETAIL: Building Materials,Consumer Services,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4559,2018-04-05,Spouse,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Major Pharmaceuticals,Health Care,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4560,2018-04-05,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Industrial Machinery/Components,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4562,2018-04-05,Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Marine Transportation,Capital Goods,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4563,2018-04-05,Spouse,ES,Eversource Energy,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Electric Utilities: Central,Public Utilities,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4564,2018-04-05,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Consumer Electronics/Appliances,Energy,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4565,2018-04-05,Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Package Goods/Cosmetics,Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4566,2018-04-05,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Specialty Chemicals,Consumer Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4567,2018-04-05,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Computer Communications Equipment,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4568,2018-04-05,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Property-Casualty Insurers,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4569,2018-04-05,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Integrated oil Companies,Energy,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4570,2018-04-05,Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Investment Bankers/Brokers/Service,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4571,2018-04-05,Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Medical/Dental Instruments,Health Care,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4572,2018-04-05,Spouse,ADP,"Automatic Data Processing, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,EDP Services,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4573,2018-04-05,Spouse,ADI,"Analog Devices, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Semiconductors,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4574,2018-04-05,Spouse,AMGN,Amgen Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4575,2018-04-04,Spouse,APD,"Air Products and Chemicals, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Major Chemicals,Basic Industries,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4576,2018-04-05,Spouse,ACN,Accenture plc,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Business Services,Miscellaneous,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4577,2018-04-05,Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Major Pharmaceuticals,Health Care,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4578,2018-04-05,Spouse,T,AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Telecommunications Equipment,Public Utilities,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4579,2018-04-05,Spouse,AFL,Aflac Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Accident &Health Insurance,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4580,2018-04-05,Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Republican,WV,Major Banks,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4581,2018-04-04,Self,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Packaged Foods,Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,2018-05-14
4582,2017-02-28,Spouse,ENB,Spectra Energy Corp. (Exchanged) <br> Enbridge Inc. (Received),Stock,Exchange,"$15,001 - $50,000",Spectra acquired by Enbridge in stock merger.,Republican,ME,Natural Gas Distribution,Energy,Susan M. Collins,https://efdsearch.senate.gov/search/view/ptr/b3dacabf-fe85-4795-818a-cae96746587b/,2018-05-14
4583,2018-05-03,Self,V,Visa Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Business Services,Miscellaneous,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4584,2018-05-03,Self,UNH,UnitedHealth Group Incorporated,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,OK,Medical Specialities,Health Care,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4585,2018-05-03,Self,CRM,"salesforce.com, inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,OK,Computer Software: Prepackaged Software,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4586,2018-05-03,Self,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Beverages (Production/Distribution),Consumer Non-Durables,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4587,2018-05-03,Self,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Computer Software: Prepackaged Software,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4588,2018-05-03,Self,LH,Laboratory Corporation of America Holdings,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Medical Specialities,Health Care,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4589,2018-05-03,Self,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,OK,Integrated oil Companies,Energy,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4590,2018-05-03,Self,DFS,Discover Financial Services,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,OK,Finance: Consumer Services,Finance,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4591,2018-05-03,Self,DAL,"Delta Air Lines, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,OK,Air Freight/Delivery Services,Transportation,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4593,2018-05-03,Self,COHR,"Coherent, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Republican,OK,Biotechnology: Laboratory Analytical Instruments,Capital Goods,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4594,2018-05-03,Self,C,Citigroup Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,OK,Major Banks,Finance,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4595,2018-05-03,Self,KMX,"CarMax, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,OK,Automotive Aftermarket,Consumer Durables,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4596,2018-05-03,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Building operators,Consumer Services,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4597,2018-05-03,Self,BLK,"BlackRock, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Investment Bankers/Brokers/Service,Finance,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4598,2018-05-03,Self,GOOGL,Alphabet Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,"Computer Software: Programming, Data Processing",Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4599,2018-05-01,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,OK,Computer Manufacturing,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4600,2018-04-26,Self,CHKP,Check Point Software Technologies Ltd.,Stock,Sale (Full),"$50,001 - $100,000",--,Republican,OK,Computer Software: Prepackaged Software,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4601,2018-04-16,Self,BLK,"BlackRock, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Investment Bankers/Brokers/Service,Finance,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/81b2943a-091a-467b-89cf-afb8c14d2ed9/,2018-05-14
4603,2018-04-26,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,MI,Medical/Nursing Services,Health Care,Gary C. Peters,https://efdsearch.senate.gov/search/view/ptr/70e0b144-88b5-4d6a-a353-5e2e264a6ad7/,2018-05-10
4604,2018-04-03,Joint,V,Visa Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,RI,Business Services,Miscellaneous,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4605,2018-04-03,Joint,CVS,CVS Health Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Medical/Nursing Services,Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4606,2018-04-03,Joint,CMCSA,Comcast Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Television Services,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4607,2018-04-03,Joint,JPM,JPMorgan Chase &amp; Co.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Major Banks,Finance,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4608,2018-04-03,Joint,WPC,W. P. Carey Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Real Estate Investment Trusts,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4609,2018-04-03,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Computer Manufacturing,Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/fe9822ee-cb9e-460e-8544-c42006c591e0/,2018-05-10
4610,2018-04-18,Self,IBM,International Business Machines Corporation,Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Computer Manufacturing,Technology,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/a6b666c5-01b8-4625-98e1-88dfb7e2b149/,2018-05-09
4611,2018-04-25,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",R,Republican,KS,Semiconductors,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,2018-05-09
4612,2018-04-11,Spouse,CVX,Chevron Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Republican,KS,Integrated oil Companies,Energy,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,2018-05-09
4613,2018-04-25,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,2018-05-09
4614,2018-04-23,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,2018-05-09
4615,2018-04-11,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",seo,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/61e4535e-c9b2-4935-93c2-2d4dbe41922e/,2018-05-09
4616,2018-04-23,Spouse,GDV,The Gabelli Dividend &amp; Income Trust,Other Securities,Purchase,"$1,001 - $15,000",--,Republican,MS,Investment Managers,Finance,Roger F. Wicker,https://efdsearch.senate.gov/search/view/ptr/19ab8dfe-79bd-427f-ade0-c62df4f377ad/,2018-05-09
4624,2018-04-25,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Telecommunications Equipment,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4625,2018-04-24,Joint,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4626,2018-04-24,Joint,GIS,"General Mills, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Packaged Foods,Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4627,2018-04-24,Joint,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Pharmaceuticals,Health Care,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4628,2018-04-20,Joint,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Specialty Chemicals,Consumer Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4629,2018-04-20,Joint,PG,The Procter &amp; Gamble Company,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Package Goods/Cosmetics,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4630,2018-04-20,Joint,PEP,"PepsiCo, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4631,2018-04-17,Joint,DUK,Duke Energy Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,GA,Power Generation,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/07163d2f-2ddf-4e81-a2b4-210fb8a469d2/,2018-05-01
4637,2018-04-12,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,MN,Computer Software: Prepackaged Software,Technology,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,2018-04-20
4638,2018-04-12,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Democrat,MN,Computer Software: Prepackaged Software,Technology,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,2018-04-20
4639,2018-04-10,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,MN,Computer Software: Prepackaged Software,Technology,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,2018-04-20
4640,2018-03-19,Spouse,FB,"Facebook, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,"Computer Software: Programming, Data Processing",Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,2018-04-19
4641,2018-03-19,Joint,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,RI,"Computer Software: Programming, Data Processing",Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,2018-04-19
4642,2018-03-19,Self,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,RI,"Computer Software: Programming, Data Processing",Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/3e0e6c8e-e659-4081-97cf-05e6f350a459/,2018-04-19
4648,2018-03-29,Spouse,CGNT,"Cogentix Medical, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,MN,Computer Software: Prepackaged Software,Technology,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/5aa4f067-861b-466a-95e5-6d31e3d79ea1/,2018-04-09
4650,2018-03-28,Spouse,WFC,Wells Fargo &amp; Company,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,WV,Major Banks,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/0ab7eda5-7112-4fda-919b-b44b37efd191/,2018-04-07
4651,2018-04-02,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4652,2018-04-02,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4653,2018-04-02,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Hotels/Resorts,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4654,2018-03-29,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4655,2018-03-27,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4656,2018-03-20,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4657,2018-03-20,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Plastic Products,Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4659,2018-03-13,Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4660,2018-03-06,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/6d02e725-df28-4d70-9635-f99acf687da8/,2018-04-05
4663,2018-03-27,Self,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Trucking Freight/Courier Services,Transportation,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/666e996b-581b-45e6-b0e9-ac1f5db2bcf1/,2018-03-29
4665,2018-03-05,Self,WMT,Walmart Inc.,Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Department/Specialty Retail Stores,Consumer Services,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e24c90de-42d0-4069-a9bd-95d9e8fc1aac/,2018-03-13
